employee_id,first_name,last_name,gender,province,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-92425589,Nova,van den Oever,Female,Noord-Holland,Haarlem,2023-05-05,Sales,Sales Consultant,Master,87032,Good,Yes,1976-06-03,
00-93028933,Aron,van Westfalen,Female,Zuid-Holland,Rotterdam,2019-07-04,Marketing,Marketing Coordinator,Bachelor,76582,Satisfactory,Yes,1974-06-07,
00-12019224,Samuel,van Geest,Male,Noord-Holland,Alkmaar,2018-08-09,Operations,Operations Manager,Bachelor,116588,Needs Improvement,No,1995-08-06,
00-36125123,Riley,Jeggij,Female,Zuid-Holland,Den Haag,2019-09-14,Operations,Operations Manager,Bachelor,99585,Good,Yes,1979-12-10,
00-49487002,Esmée,de Gratie,Male,Noord-Holland,Amsterdam,2020-03-02,Marketing,Content Creator,High School,55409,Satisfactory,Yes,1997-09-27,
00-86164272,Seth,Meijer,Female,Noord-Holland,Alkmaar,2020-03-20,Operations,Inventory Specialist,High School,55877,Satisfactory,Yes,1984-06-13,
00-62132081,Pim,die Witte,Male,Zuid-Holland,Leiden,2021-04-10,Operations,Logistics Coordinator,Bachelor,69869,Satisfactory,No,1961-07-20,
00-41417664,Julia,Smeets,Male,Noord-Holland,Haarlem,2020-11-23,Customer Service,Support Specialist,Bachelor,62064,Satisfactory,Yes,1974-11-11,
00-79798454,Ruben,van Mispelen,Male,Utrecht,Utrecht,2023-12-16,IT,Software Developer,Bachelor,80865,Good,No,1997-03-08,
00-73414980,Jasmijn,Phillipsen,Male,Utrecht,Utrecht,2020-08-23,Operations,Inventory Specialist,High School,61601,Satisfactory,No,1986-12-12,
00-96011916,Chris,van Henegouwen,Female,Utrecht,Utrecht,2019-09-17,Sales,Sales Specialist,Master,74802,Excellent,No,1976-12-02,
00-58866576,Arthur,de Koning,Male,Zuid-Holland,Den Haag,2015-07-28,Operations,Inventory Specialist,Bachelor,63852,Satisfactory,No,1967-08-21,
00-34241075,Rafael,de Grunt,Male,Noord-Brabant,Breda,2018-01-08,Customer Service,Help Desk Technician,Bachelor,77743,Good,Yes,1976-08-20,
00-70998022,Ties,van Ginkel,Male,Gelderland,Nijmegen,2023-11-27,Operations,Logistics Coordinator,Bachelor,73595,Good,Yes,1977-01-18,
00-89819497,Dex,van Emmelen,Female,Noord-Holland,Alkmaar,2017-04-03,IT,Software Developer,Master,81832,Good,No,1974-10-02,
00-27810833,Kyan,Sanders,Female,Noord-Holland,Haarlem,2019-05-14,Operations,Inventory Specialist,Bachelor,58302,Good,No,1972-03-27,
00-58117953,Luke,van Orleans,Male,Noord-Holland,Amsterdam,2019-02-27,Operations,Inventory Specialist,High School,60341,Good,No,1996-04-06,
00-87485535,Keano,van den Brink,Male,Zuid-Holland,Den Haag,2020-08-06,Operations,Inventory Specialist,Bachelor,69954,Good,No,2003-04-30,
00-11971999,Maja,Lutterveld,Male,Zuid-Holland,Den Haag,2018-11-04,Operations,Logistics Coordinator,Bachelor,65861,Good,No,1982-08-15,
00-10784416,Zoë,de Gruson,Male,Noord-Holland,Amsterdam,2022-05-13,Sales,Sales Representative,Bachelor,71949,Satisfactory,Yes,1985-04-26,
00-28683135,Lindsey,Oennen,Male,Zuid-Holland,Leiden,2024-02-02,HR,HR Coordinator,Bachelor,68884,Good,Yes,1972-04-22,
00-55045402,Sara,Kleybrink,Female,Noord-Holland,Amsterdam,2020-02-03,Operations,Inventory Specialist,High School,62181,Satisfactory,No,1981-05-12,
00-75318117,Jente,Cadefau,Female,Noord-Holland,Alkmaar,2019-04-02,Customer Service,Support Specialist,Bachelor,52589,Satisfactory,No,2002-06-20,
00-28517985,Ashley,Reimes,Female,Groningen,Groningen,2019-06-14,IT,System Administrator,Bachelor,69043,Satisfactory,Yes,1990-06-08,
00-34813934,Mehmet,Jansse,Female,Gelderland,Apeldoorn,2023-11-09,Operations,Logistics Coordinator,Bachelor,54502,Satisfactory,No,1971-12-22,
00-96567889,Mathijs,Lemmens,Male,Noord-Holland,Alkmaar,2020-03-24,Sales,Sales Specialist,Master,78586,Good,No,1982-09-04,
00-91678422,Milo,Kort,Male,Noord-Holland,Haarlem,2022-07-09,Operations,Logistics Coordinator,Bachelor,64742,Good,No,2001-07-14,
00-68484362,Kyano,Geerts,Male,Noord-Holland,Amsterdam,2017-08-15,Customer Service,Support Specialist,High School,64613,Satisfactory,No,1987-07-30,
00-90954568,Elif,Köster,Female,Noord-Holland,Alkmaar,2024-04-15,Sales,Sales Specialist,PhD,88069,Satisfactory,No,1961-10-09,
00-88871018,Vincent,van Breukeleveen,Male,Utrecht,Utrecht,2016-11-22,Sales,Sales Representative,Bachelor,79294,Satisfactory,No,1982-09-04,
00-45478283,Laurens,Bellemans,Male,Drenthe,Assen,2022-10-22,Sales,Sales Specialist,PhD,65425,Excellent,Yes,1995-09-25,
00-27702023,Joris,Ellis,Male,Zuid-Holland,Den Haag,2016-01-25,Operations,Inventory Specialist,High School,67414,Satisfactory,Yes,1974-10-12,
00-49412831,Elias,Sanders,Female,Noord-Holland,Amsterdam,2018-10-25,IT,Software Developer,Master,105134,Good,No,1975-09-03,
00-68400503,Jip,van der Laan,Male,Noord-Holland,Amsterdam,2023-02-15,Operations,Operations Analyst,Master,78670,Satisfactory,No,1979-10-25,
00-87574875,Valentijn,Zuidweg,Male,Gelderland,Nijmegen,2017-09-21,Finance,Financial Analyst,Bachelor,81922,Good,No,1991-11-04,
00-10008169,Jan,van der Klijn,Female,Noord-Brabant,Eindhoven,2022-12-06,Sales,Sales Consultant,PhD,109197,Good,No,1993-09-29,
00-16681498,Liam,Arent,Male,Utrecht,Nieuwegein,2016-04-28,Operations,Logistics Coordinator,Bachelor,69794,Excellent,No,1984-07-11,
00-55925432,Jens,Schagen,Female,Zuid-Holland,Rotterdam,2019-07-06,Operations,Logistics Coordinator,Bachelor,58789,Needs Improvement,No,1979-06-05,
00-33042106,Aron,van Wijland,Female,Noord-Holland,Amsterdam,2017-07-03,Operations,Inventory Specialist,Bachelor,56122,Good,Yes,1987-11-28,
00-73082694,Brian,de Plantard,Female,Noord-Holland,Amsterdam,2024-02-19,Customer Service,Support Specialist,High School,53359,Good,Yes,2003-10-15,
00-85160586,Boaz,van Mil,Male,Noord-Holland,Alkmaar,2021-02-26,Marketing,Marketing Manager,Master,105788,Good,No,1987-01-17,
00-47580770,Hidde,Perrono,Male,Zuid-Holland,Leiden,2015-11-10,Operations,Logistics Coordinator,Bachelor,63998,Excellent,Yes,1961-08-21,
00-79816122,Mette,Zevenboom,Male,Zuid-Holland,Rotterdam,2022-07-28,IT,System Administrator,Master,69429,Good,No,2001-11-25,
00-31598016,Mathijs,van Liendert,Male,Noord-Holland,Amsterdam,2022-03-31,Operations,Inventory Specialist,Bachelor,62611,Needs Improvement,Yes,1977-01-08,
00-42261979,Jesse,Haring,Male,Noord-Holland,Alkmaar,2016-09-17,Operations,Inventory Specialist,Bachelor,68911,Excellent,Yes,1978-05-27,
00-62275935,Jay,Broeders,Male,Noord-Holland,Amsterdam,2024-01-25,Marketing,SEO Specialist,Bachelor,93815,Good,No,1978-12-27,
00-60082221,Rowan,Höning,Female,Zuid-Holland,Leiden,2015-01-01,Operations,Logistics Coordinator,Bachelor,64440,Good,No,1975-12-17,
00-57168440,Tyler,van der Heijden,Male,Noord-Holland,Amsterdam,2024-10-18,Finance,Financial Analyst,Master,90884,Good,No,2003-05-22,
00-17919095,Ivy,de Roo,Female,Zuid-Holland,Rotterdam,2016-07-19,IT,IT Support Specialist,Bachelor,54582,Good,No,1980-10-07,
00-10137666,Kate,die Bont,Male,Utrecht,Utrecht,2021-11-20,Marketing,SEO Specialist,Bachelor,63513,Excellent,No,2002-08-06,
00-24657555,Vigo,van den Eijssel,Male,Noord-Holland,Alkmaar,2024-05-09,Sales,Sales Representative,Bachelor,80909,Satisfactory,Yes,1974-02-02,
00-52276352,Evelien,die Witte,Male,Gelderland,Arnhem,2017-10-01,Operations,Inventory Specialist,High School,56640,Satisfactory,No,1977-06-28,
00-15854522,Ashley,le Gulcher,Male,Gelderland,Nijmegen,2022-03-02,Operations,Operations Analyst,Bachelor,87636,Good,No,1973-10-08,
00-69134843,Nikki,van Wickerode,Male,Noord-Holland,Amsterdam,2016-02-16,Sales,Sales Consultant,PhD,83375,Satisfactory,No,1965-08-26,
00-36791143,Ben,Meeusen,Male,Friesland,Drachten,2015-01-27,Customer Service,Support Specialist,High School,58508,Good,No,1991-04-21,
00-67738851,Rick,Spruyt,Female,Noord-Holland,Amsterdam,2020-02-12,Sales,Sales Representative,Bachelor,70693,Excellent,Yes,1986-07-02,
00-10617870,Roos,van Amstel,Female,Noord-Holland,Haarlem,2024-05-19,Customer Service,Support Specialist,Bachelor,58446,Satisfactory,Yes,1989-10-05,
00-97730855,Micha,de Bont,Male,Noord-Brabant,Tilburg,2016-01-09,Operations,Inventory Specialist,High School,64316,Satisfactory,No,1986-04-18,
00-51910609,Yusuf,Mangel,Male,Zuid-Holland,Rotterdam,2020-09-30,Operations,Logistics Coordinator,Bachelor,65662,Good,No,1973-03-10,
00-49330568,Kai,van Duyvenvoorde,Male,Zuid-Holland,Rotterdam,2017-10-10,Operations,Operations Analyst,Master,67447,Good,Yes,1982-05-19,
00-86166812,Lieke,Jonkman,Female,Zuid-Holland,Leiden,2020-06-13,Customer Service,Support Specialist,High School,58181,Satisfactory,Yes,2001-03-18,
00-84535522,Ella,Janse,Male,Zuid-Holland,Rotterdam,2020-08-24,Finance,Financial Analyst,Bachelor,86688,Good,No,1981-07-17,
00-27650310,Michael,de Smit,Male,Gelderland,Arnhem,2020-03-30,IT,IT Support Specialist,Bachelor,73454,Good,No,1972-01-30,
00-25511151,Amir,Noordijk,Male,Utrecht,Utrecht,2019-11-25,IT,Software Developer,Master,79515,Satisfactory,Yes,1985-10-31,
00-93806250,Luca,van Schevinghuizen,Male,Zuid-Holland,Rotterdam,2023-05-26,Finance,Accounts Payable Specialist,Bachelor,63141,Satisfactory,No,1992-03-23,
00-73637312,Joy,van Luin,Female,Utrecht,Utrecht,2017-05-16,Sales,Sales Specialist,Bachelor,60993,Good,No,1973-11-22,
00-82265483,Joël,van Limburg,Female,Utrecht,Nieuwegein,2016-02-17,Customer Service,Help Desk Technician,High School,58980,Good,No,1990-09-29,
00-19492312,Vera,Carnotte,Male,Utrecht,Nieuwegein,2015-03-31,Operations,Inventory Specialist,Bachelor,69998,Good,No,1973-10-09,
00-30633166,Jacob,Goudriaan,Female,Noord-Holland,Haarlem,2018-04-18,Operations,Operations Analyst,Bachelor,81781,Satisfactory,No,1993-01-03,
00-91976681,Bram,Westermann,Female,Utrecht,Amersfoort,2019-06-19,Sales,Sales Representative,Bachelor,64845,Satisfactory,Yes,1971-03-29,
00-19223541,Sami,van Doorn,Male,Zuid-Holland,Den Haag,2019-01-29,Sales,Sales Representative,Bachelor,61986,Good,No,1983-10-20,
00-58310738,Mehmet,Willems,Male,Noord-Holland,Haarlem,2019-10-26,Operations,Inventory Specialist,High School,62740,Good,Yes,1986-12-15,
00-42474862,Chloé,van Oostendorp,Female,Utrecht,Amersfoort,2018-01-15,Sales,Sales Specialist,Bachelor,82357,Good,No,1980-11-09,
00-81127300,Noor,van Oudewater,Male,Zuid-Holland,Rotterdam,2016-01-25,Operations,Inventory Specialist,Bachelor,62662,Good,No,1972-01-21,
00-68441314,Niels,Luboch,Male,Drenthe,Emmen,2015-04-23,IT,System Administrator,Master,69753,Good,No,1985-11-19,
00-36005508,Amira,Korsman,Male,Zuid-Holland,Rotterdam,2020-01-05,Customer Service,Support Specialist,Bachelor,64363,Good,Yes,1987-03-19,
00-43738434,Elias,Jochems,Male,Utrecht,Nieuwegein,2023-09-28,Operations,Operations Analyst,Bachelor,75911,Good,No,1972-10-27,
00-36203586,Daphne,Sanders,Male,Noord-Brabant,Breda,2020-01-22,Operations,Inventory Specialist,Bachelor,74456,Good,No,1974-03-13,
00-40581711,Amy,Molenaar,Male,Noord-Holland,Haarlem,2018-08-18,Operations,Logistics Coordinator,Bachelor,59995,Excellent,No,1982-11-24,
00-49985512,Riley,Blewanus,Male,Zuid-Holland,Den Haag,2019-06-13,Sales,Sales Representative,Bachelor,61324,Good,No,1979-02-22,
00-16366328,Noud,van Landen,Male,Gelderland,Arnhem,2018-05-07,Operations,Logistics Coordinator,Bachelor,63034,Good,No,2001-07-01,
00-69637432,Nick,Scuylenborchs,Male,Noord-Holland,Haarlem,2024-05-14,Sales,Sales Consultant,PhD,85507,Satisfactory,No,1975-12-29,
00-62811125,Lynn,van den Brink,Female,Utrecht,Amersfoort,2018-08-02,Marketing,Content Creator,Bachelor,66574,Satisfactory,No,1972-12-11,
00-57303591,Phileine,van Engelen,Male,Noord-Holland,Amsterdam,2016-10-03,Finance,Accountant,Bachelor,94256,Good,No,2000-04-03,
00-37647507,Thom,van den Assem,Male,Noord-Holland,Amsterdam,2020-01-14,Customer Service,Help Desk Technician,High School,85302,Needs Improvement,No,1973-08-28,
00-11306363,Lizz,van der Veen,Male,Zuid-Holland,Rotterdam,2020-09-22,Operations,Logistics Coordinator,Bachelor,60919,Needs Improvement,Yes,1981-11-21,
00-53560692,Dewi,van de Klashorst,Male,Noord-Holland,Amsterdam,2016-01-25,Operations,Logistics Coordinator,Bachelor,62924,Good,Yes,1976-11-27,
00-51536803,Yasmine,Keijzer,Male,Zuid-Holland,Leiden,2022-12-06,Sales,Sales Representative,Bachelor,82319,Needs Improvement,No,1984-12-12,
00-23652183,Rowan,Verheij,Male,Zuid-Holland,Rotterdam,2023-08-29,Sales,Sales Specialist,Bachelor,68361,Good,No,1999-07-22,
00-23437484,Tijn,Ruijs,Male,Zuid-Holland,Rotterdam,2019-02-22,Marketing,Content Creator,High School,54738,Good,No,1987-09-09,
00-22717763,Linn,Maas,Female,Noord-Holland,Haarlem,2021-02-03,Finance,Accountant,Bachelor,84341,Good,Yes,1984-07-15,
00-29102432,Sam,Schelvis,Female,Groningen,Groningen,2018-05-24,Operations,Logistics Coordinator,Bachelor,61593,Good,Yes,1978-08-09,
00-69751747,Berend,Bronder,Female,Zuid-Holland,Den Haag,2022-04-21,Finance,Accounts Payable Specialist,Bachelor,62733,Satisfactory,Yes,1980-09-13,
00-33776348,Vajèn,Huisman,Male,Noord-Holland,Amsterdam,2017-03-12,Sales,Sales Specialist,PhD,82814,Good,No,1979-06-10,
00-93346861,Ecrin,Luboch,Female,Noord-Brabant,Tilburg,2018-06-02,Marketing,Marketing Coordinator,Bachelor,55878,Good,No,1972-06-07,
00-45976961,Megan,Karels,Male,Zuid-Holland,Den Haag,2022-06-05,Operations,Inventory Specialist,High School,61564,Satisfactory,No,2000-01-18,
00-33773513,Dina,Reimes,Female,Noord-Holland,Haarlem,2024-12-27,Customer Service,Support Specialist,High School,60051,Good,No,1990-11-19,
00-28150688,Julius,Aalts,Male,Groningen,Groningen,2017-12-27,Operations,Inventory Specialist,High School,56731,Satisfactory,No,1998-02-24,
00-85952511,Jayden,Brands,Male,Noord-Holland,Amsterdam,2018-04-07,Customer Service,Help Desk Technician,Bachelor,73599,Satisfactory,Yes,1994-05-30,
00-31194143,Yassin,Dijkstra,Male,Noord-Holland,Amsterdam,2023-03-21,Operations,Inventory Specialist,Bachelor,62301,Good,Yes,2003-07-28,
00-20595135,Sara,Korsman,Female,Utrecht,Utrecht,2018-12-03,Sales,Sales Consultant,Master,96028,Excellent,No,1962-08-05,
00-34574296,Adriana,Heijmans,Male,Noord-Holland,Alkmaar,2023-01-30,Operations,Operations Analyst,Bachelor,59974,Needs Improvement,No,1990-05-28,
00-97869173,Tyler,Wagenvoort,Female,Noord-Holland,Alkmaar,2022-08-13,Operations,Inventory Specialist,High School,59230,Excellent,No,1989-09-28,
00-69076543,Zoë,de Bock,Female,Noord-Holland,Alkmaar,2021-11-06,IT,System Administrator,Master,80999,Satisfactory,Yes,1984-11-19,
00-14293708,Valerie,Rijcken,Female,Noord-Holland,Amsterdam,2019-07-30,IT,Software Developer,Bachelor,89500,Excellent,Yes,1989-08-12,
00-76077091,Ceylin,Verheuvel,Male,Utrecht,Nieuwegein,2016-08-18,HR,Recruiter,High School,64784,Excellent,No,1991-01-17,
00-35670862,Nick,van der Avoirt,Female,Gelderland,Nijmegen,2023-02-26,Operations,Inventory Specialist,Bachelor,61190,Satisfactory,No,1972-08-13,
00-83919680,Janna,van den Henst,Male,Zuid-Holland,Den Haag,2015-09-06,Sales,Sales Representative,Bachelor,79208,Good,No,2000-08-22,
00-89173318,Maartje,Pieters van der Maes,Male,Noord-Holland,Alkmaar,2022-03-24,Operations,Operations Analyst,Master,67717,Needs Improvement,No,1983-03-02,
00-40950556,Arthur,van Drenthe,Male,Noord-Holland,Amsterdam,2022-06-25,Operations,Logistics Coordinator,Bachelor,68068,Excellent,No,1994-04-04,
00-11304964,Niek,van de Pol,Male,Noord-Holland,Alkmaar,2024-04-19,Operations,Logistics Coordinator,Bachelor,59893,Good,Yes,1997-06-26,
00-93488889,Zara,die Pelser,Male,Zuid-Holland,Rotterdam,2017-01-19,Operations,Logistics Coordinator,Bachelor,61807,Excellent,Yes,1977-05-01,
00-11638103,Ella,Steenbeek,Male,Noord-Brabant,Breda,2017-10-19,Sales,Sales Specialist,Master,63923,Satisfactory,No,1984-06-06,
00-10403216,Luka,Haack,Male,Utrecht,Amersfoort,2017-10-27,Operations,Inventory Specialist,High School,67198,Satisfactory,No,1983-09-02,
00-38791442,Cornelia,Nek,Male,Noord-Brabant,Eindhoven,2019-11-04,Marketing,SEO Specialist,High School,60068,Satisfactory,Yes,1999-12-06,
00-48146203,Keano,Postma,Male,Zuid-Holland,Rotterdam,2016-06-18,IT,System Administrator,Master,74118,Good,No,1980-11-05,
00-94135858,Jan,Giselmeyer,Male,Noord-Brabant,Eindhoven,2021-09-11,IT,IT Support Specialist,High School,69894,Needs Improvement,No,1975-05-29,
00-97770504,Amina,Wouters,Male,Zuid-Holland,Rotterdam,2018-05-31,Customer Service,Customer Service Manager,Master,97406,Good,No,1978-03-19,
00-33389105,Sep,van Berkum,Female,Utrecht,Amersfoort,2024-07-25,Finance,Financial Analyst,Bachelor,90892,Satisfactory,No,1992-12-07,
00-42699596,Micha,Evers,Female,Zuid-Holland,Den Haag,2023-03-30,Customer Service,Help Desk Technician,High School,67221,Needs Improvement,Yes,1971-08-03,
00-55696789,Fem,van Rheineck,Male,Noord-Holland,Haarlem,2017-12-12,Operations,Logistics Coordinator,Bachelor,62302,Satisfactory,Yes,1984-09-07,
00-19484050,Iris,Dijkstra,Female,Zuid-Holland,Den Haag,2015-10-10,IT,Software Developer,Master,105248,Good,Yes,1972-11-15,
00-86422833,Silke,Coret-Coredo,Female,Overijssel,Deventer,2024-06-08,Marketing,Marketing Coordinator,Bachelor,62195,Good,Yes,1968-02-11,
00-12579877,Maria,van Dongen,Female,Limburg,Sittard,2019-02-26,Sales,Sales Consultant,Bachelor,72628,Satisfactory,Yes,1986-11-09,
00-83483941,Wessel,Booden,Female,Utrecht,Utrecht,2016-05-01,Customer Service,Support Specialist,High School,59312,Good,No,1970-12-27,
00-68952764,Rik,Hendriks,Female,Noord-Brabant,Tilburg,2019-04-23,Operations,Logistics Coordinator,Bachelor,65303,Excellent,Yes,1965-11-21,
00-42431822,Yusuf,van Veen,Male,Zuid-Holland,Rotterdam,2024-12-04,Sales,Sales Consultant,Bachelor,100981,Needs Improvement,Yes,2001-07-31,
00-26818338,Senn,Miltenburg,Female,Noord-Holland,Alkmaar,2022-05-28,Marketing,Content Creator,High School,55673,Good,No,1991-09-01,
00-36017491,Myrthe,Ouwerkerk,Male,Noord-Holland,Amsterdam,2020-04-14,Finance,Accounts Payable Specialist,Bachelor,66308,Excellent,Yes,1982-08-14,
00-87987635,Evie,Konings,Female,Noord-Holland,Amsterdam,2022-05-03,Marketing,Content Creator,Bachelor,59185,Good,No,1997-10-31,
00-40202787,Esmee,Verboom,Male,Utrecht,Amersfoort,2015-08-05,IT,IT Support Specialist,Bachelor,59045,Good,Yes,1998-12-12,
00-71535643,Nadine,Feenstra,Female,Zuid-Holland,Den Haag,2018-02-06,Operations,Inventory Specialist,Bachelor,57984,Good,No,1982-08-11,
00-54035727,Dave,Arent,Male,Zuid-Holland,Rotterdam,2015-02-24,Sales,Sales Consultant,Master,90125,Good,Yes,1996-08-08,
00-56699561,Thijn,van Velthoven,Male,Noord-Brabant,Tilburg,2023-11-23,IT,Software Developer,Master,96758,Satisfactory,No,1985-10-07,
00-38523490,Sophie,Kas,Male,Zuid-Holland,Den Haag,2024-12-28,Customer Service,Support Specialist,Bachelor,63143,Needs Improvement,No,1984-09-18,
00-27449362,Abel,van Nes,Female,Noord-Holland,Haarlem,2023-03-06,Sales,Sales Representative,Bachelor,64894,Needs Improvement,Yes,1977-08-05,
00-24195922,Hugo,Smit,Male,Noord-Holland,Amsterdam,2019-12-25,Sales,Sales Consultant,Bachelor,91842,Satisfactory,Yes,1977-01-29,
00-88129878,Rens,Wilson,Female,Zuid-Holland,Rotterdam,2016-08-31,IT,System Administrator,Master,93313,Good,No,1991-07-28,
00-86864099,Dean,Brievingh,Male,Utrecht,Nieuwegein,2022-03-02,Customer Service,Help Desk Technician,High School,81693,Good,No,1977-08-19,
00-39705384,Milan,Verheij,Female,Noord-Holland,Haarlem,2018-02-06,Operations,Logistics Coordinator,Bachelor,60045,Satisfactory,No,1989-08-31,
00-12044584,Elise,Fechant,Male,Zuid-Holland,Rotterdam,2022-12-26,HR,Recruiter,Bachelor,69953,Satisfactory,No,1989-09-13,
00-15346404,Fabiënne,'s Gravensande,Female,Noord-Brabant,Tilburg,2021-10-27,Operations,Operations Analyst,Master,72504,Good,No,1999-07-12,
00-16227011,Joost,Kremer,Female,Noord-Holland,Alkmaar,2018-11-23,Marketing,Marketing Coordinator,Bachelor,55139,Good,No,1994-07-08,
00-82613651,Maya,van Susa,Female,Noord-Holland,Alkmaar,2020-02-09,Sales,Sales Consultant,PhD,101460,Satisfactory,Yes,1991-04-29,
00-43994245,Emily,Smit,Female,Noord-Holland,Amsterdam,2017-08-13,HR,HR Assistant,High School,51462,Satisfactory,No,2000-12-05,
00-21863001,Aya,Driessen,Male,Zuid-Holland,Den Haag,2018-10-30,IT,IT Support Specialist,High School,58271,Needs Improvement,No,2002-11-11,
00-28264493,Matthijs,Jacquot,Female,Zuid-Holland,Leiden,2021-01-24,Sales,Sales Representative,Bachelor,57956,Good,Yes,1984-08-07,
00-54897404,Evelien,Rippey,Female,Zuid-Holland,Den Haag,2024-02-27,Marketing,Content Creator,High School,59888,Good,No,1973-08-31,
00-85507244,Liza,van den Berg,Male,Zuid-Holland,Leiden,2020-02-05,Customer Service,Customer Service Representative,High School,62720,Good,No,1992-02-05,
00-53389587,Evelien,Neuteboom,Female,Noord-Holland,Haarlem,2023-09-08,Operations,Operations Analyst,Master,87150,Satisfactory,No,1971-05-22,
00-32950147,Bastiaan,de Pauw,Male,Zuid-Holland,Den Haag,2020-11-07,Sales,Sales Consultant,PhD,77232,Satisfactory,No,1986-02-02,
00-66840903,Isa,Kok,Female,Utrecht,Nieuwegein,2018-09-10,IT,IT Support Specialist,Bachelor,56335,Needs Improvement,No,1985-05-23,
00-40996935,Maja,van Henegouwen,Male,Groningen,Groningen,2024-05-10,Operations,Inventory Specialist,Bachelor,68580,Satisfactory,No,1964-03-05,
